Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	3.337300
1	CPU Time	14.389991
2	Effective Time	14.389991
3	Idle	0.0
3	Poor	14.389991
3	Ok	0.0
3	Ideal	0.0
3	Over	0.0
2	Spin Time	0.0
2	Overhead Time	0.0
1	Total Thread Count	12
1	Paused Time	0.0
0	Top Hotspots	
0	Function	Module	CPU Time
0	PageRankPullGS._omp_fn.1	pr	8.321850
0	std::istream::operator>>	libstdc++.so.6	1.983753
0	BuilderBase<int, int, int, (bool)1>::MakeCSR._omp_fn.14	pr	1.583870
0	BuilderBase<int, int, int, (bool)1>::CountDegrees._omp_fn.10	pr	0.611750
0	BuilderBase<int, int, int, (bool)1>::SquishCSR._omp_fn.15	pr	0.539897
0	[Others]	N/A	1.348871
0	Effective Physical Core Utilization	9.9% (4.364 out of 44)
1	Effective Logical Core Utilization	5.0% (4.365 out of 88)
0	Collection and Platform Info	
1	Application Command Line	/scratch/tsgoncalves/perf-analysis/stage2/src/gapbs/pr "-f" "./data/com-Orkut/com-Orkut.el" "-i" "500" "-t" "1e-6" 
1	Operating System	4.19.0-25-amd64 10.13
1	Computer Name	blaise
1	Result Size	4093984
1	Collection start time	02:35:01 05/10/2025 UTC
1	Collection stop time	02:35:04 05/10/2025 UTC
1	Collector Type	Driverless Perf per-process counting,User-mode sampling and tracing
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2199989936
2	Logical CPU Count	88
2	Cache Allocation Technology	
3	Level 2 capability	not detected
3	Level 3 capability	available
