Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	8.957799
1	SP GFLOPS	2.288512
1	DP GFLOPS	0.658645
1	x87 GFLOPS	0.0
1	CPI Rate	1.207054
1	Average CPU Frequency	3102098252.837396
1	Total Thread Count	12
0	Effective Physical Core Utilization	11.1% (4.898 out of 44)
1	Effective Logical Core Utilization	10.9% (9.618 out of 88)
0	Memory Bound	20.7
1	Cache Bound	22.3
1	DRAM Bound	13.2
2	DRAM Bandwidth Bound	0.0
1	NUMA: % of Remote Accesses	54.6
1	Bandwidth Utilization	
1	Bandwidth Domain	Platform Maximum	Observed Maximum	Average	% of Elapsed Time with High BW Utilization(%)
1	DRAM, GB/sec	192.000000	88.300000	30.891518	0.0
1	DRAM Single-Package, GB/sec	96.000000	55.900000	18.589389	0.0
1	QPI Outgoing, GB/sec	68.000000	52.900000	17.263170	0.8
0	Vectorization	0.0
1	Instruction Mix	
2	SP FLOPs	8.1
3	Packed	0.0
4	128-bit	0.0
4	256-bit	0.0
3	Scalar	100.0
2	DP FLOPs	2.3
3	Packed	0.0
4	128-bit	0.0
4	256-bit	0.0
3	Scalar	100.0
2	x87 FLOPs	0.0
2	Non-FP	89.6
1	FP Arith/Mem Rd Instr. Ratio	0.535102
1	FP Arith/Mem Wr Instr. Ratio	1.217677
0	Collection and Platform Info	
1	Application Command Line	/scratch/tsgoncalves/perf-analysis/stage2/src/gapbs/pr "-f" "./data/com-Friendster/com-Friendster.el" "-i" "500" "-t" "1e-6" 
1	Operating System	4.19.0-25-amd64 10.13
1	Computer Name	blaise
1	Result Size	39315813
1	Collection start time	06:08:06 03/10/2025 UTC
1	Collection stop time	06:08:15 03/10/2025 UTC
1	Collector Type	Driverless Perf per-process sampling
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2199990003
2	Logical CPU Count	88
2	Max DRAM Single-Package Bandwidth	96000000000.000000
