Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	0.569446
1	CPU Time	3.060000
2	Effective Time	3.060000
3	Idle	0.0
3	Poor	3.060000
3	Ok	0.0
3	Ideal	0.0
3	Over	0.0
2	Spin Time	0.0
2	Overhead Time	0.0
1	Total Thread Count	12
1	Paused Time	0.0
0	Top Hotspots	
0	Function	Module	CPU Time
0	PageRankPullGS._omp_fn.1	pr	1.360090
0	func@0x18e20	libgomp.so.1	0.981762
0	std::istream::operator>>	libstdc++.so.6	0.179985
0	func@0x17b90	libgomp.so.1	0.115979
0	pvector<EdgePair<int, int>>::reserve._omp_fn.4	pr	0.110000
0	[Others]	N/A	0.312183
0	Effective Physical Core Utilization	12.9% (5.666 out of 44)
1	Effective Logical Core Utilization	6.4% (5.671 out of 88)
0	Collection and Platform Info	
1	Application Command Line	/scratch/tsgoncalves/perf-analysis/stage2/src/gapbs/pr "-f" "./data/web-NotreDame/web-NotreDame.el" "-i" "500" "-t" "1e-6" 
1	Operating System	4.19.0-25-amd64 10.13
1	Computer Name	blaise
1	Result Size	3723633
1	Collection start time	01:36:28 05/10/2025 UTC
1	Collection stop time	01:36:28 05/10/2025 UTC
1	Collector Type	Driverless Perf per-process counting,User-mode sampling and tracing
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2199989933
2	Logical CPU Count	88
2	Cache Allocation Technology	
3	Level 2 capability	not detected
3	Level 3 capability	available
